x,y1,y2
41.0,-0.158622668804709,-0.9873392775238264
41.5,-0.6125601529754697,-0.7904239741978156
42.0,-0.9165215479156338,-0.39998531498835127
42.5,-0.996086503119594,0.08838369930580556
43.0,-0.8317747426285983,0.5551133015206257
43.5,-0.4638155159838274,0.8859318072699817
44.0,0.017701925105413577,0.9998433086476912
44.5,0.4948853175526281,0.8689582973139933
45.0,0.8509035245341184,0.5253219888177297
45.5,0.9985908724117705,0.05306853621402457
46.0,0.9017883476488092,-0.4321779448847783
46.5,0.5841965844132856,-0.8116121923430246
47.0,0.123573122745224,-0.9923354691509287
47.5,-0.36730534913419133,-0.9301004142012893
48.0,-0.7682546613236668,-0.6401443394691997
48.5,-0.981108438603097,-0.1934586046207122
49.0,-0.9537526527594719,0.3005925437436371
49.5,-0.6928849542336957,0.7210481538680822
50.0,-0.26237485370392877,0.9649660284921133
50.5,0.23237376165548454,0.9726265649744922
51.0,0.6702291758433747,0.7421541968137826
51.5,0.9439891127251193,0.32997659774057014
52.0,0.9866275920404853,-0.16299078079570548
52.5,0.7877052269841179,-0.616052331690985
53.0,0.39592515018183416,-0.9182827862121189
53.5,-0.09279121175730869,-0.9956855884367365
54.0,-0.5587890488516163,-0.8293098328631502
54.5,-0.8879758383376634,-0.4598901070131037
55.0,-0.9997551733586199,0.022126756261955736
55.5,-0.8667595742607592,0.49872621790648564
56.0,-0.5215510020869119,0.8532201077225842
56.5,-0.04864855487508726,0.9988159580766447
57.0,0.43616475524782494,0.8998668269691937
57.5,0.8141897215084345,0.580598912666927
58.0,0.9928726480845371,0.11918013544881928
58.5,0.9284657227653786,-0.37141809547969407
59.0,0.6367380071391379,-0.7710802229758452
59.5,0.18911462035089152,-0.9819550195245901
60.0,-0.3048106211022167,-0.9524129804151563
60.5,-0.7241075918674496,-0.6896870271361664
61.0,-0.9661177700083929,-0.25810163593826746
61.5,-0.9715886235161092,0.23667603734656428
62.0,-0.7391806966492228,0.6735071623235863
62.5,-0.32579555541456173,0.9454402445803316
63.0,0.16735570030280691,0.9858965815825497
63.5,0.6195324438519512,0.784971051068018
64.0,0.9200260381967906,0.39185723042955
64.5,0.9952651713612277,-0.0971969067167568
65.0,0.8268286794901035,-0.562453851238172
65.5,0.45595569022148996,-0.8900024767126464
66.0,-0.026551154023966794,-0.99964745596635
66.5,-0.5025573497604873,-0.8645438740756395
67.0,-0.8555199789753223,-0.5177697997895051
67.5,-0.999021480034635,-0.04422762066183892
68.0,-0.8979276806892913,0.4401430224960407
68.5,-0.5769898687885426,0.8167513032223337
69.0,-0.11478481378318722,0.9933903797222716
69.5,0.375523566896625,0.926812845565509
70.0,0.7738906815578891,0.6333192030862999
70.5,0.9827823669926928,0.18476693191217952
71.0,0.9510546532543747,-0.3090227281660707
71.5,0.6864755912087755,-0.7271528468448447
72.0,0.25382336276203626,-0.9672505882738824
72.5,-0.2409736772881011,-0.9705316516498831
73.0,-0.6767719568873076,-0.7361927182273159
73.5,-0.9468728581933475,-0.32160813176404734
74.0,-0.9851462604682474,0.17171734183077755
74.5,-0.7822215000035424,0.6230004212937645
75.0,-0.38778163540943045,0.9217512697247493
75.5,0.1016006978902495,0.9948252601277343
76.0,0.5661076368981803,0.8243313311075577
76.5,0.8920116826993705,0.45201234267200896
77.0,0.9995201585807313,-0.03097503173121646
77.5,0.862311240157329,-0.506378638074642
78.0,0.5139784559875352,-0.8578030932449878
78.5,0.039805820166669656,-0.9992074342602034
79.0,-0.4441126687075084,-0.8959709467909631
79.5,-0.8192968873112808,-0.5733695234681091
80.0,-0.9938886539233752,-0.11038724383904756
80.5,-0.9251418149764185,0.37962168297153187
81.0,-0.6298879942744539,0.7766859820216312
81.5,-0.1804156244623088,0.9835904648022342
82.0,0.31322878243308516,0.9496776978825432
82.5,0.7301838591531669,0.6832507093535931
83.0,0.9683644611001854,0.24954011797333814
83.5,0.9694556700786149,-0.24526659730265726
84.0,0.7331903200732922,-0.6800234955873388
84.5,0.31741440880766936,-0.9482869255037094
85.0,-0.1760756199485871,-0.9843766433940419
85.5,-0.6264561960895026,-0.7794566276458689
86.0,-0.9234584470040598,-0.38369844494974187
86.5,-0.9943658633527529,0.10600249902117563
87.0,-0.8218178366308225,0.5697503342653119
87.5,-0.44806014160260915,0.8940034169437217
88.0,0.03539830273366068,0.9993732836951247
88.5,0.5101900080017631,0.8600617162362019
89.0,0.8600694058124533,0.5101770449416689
89.5,0.9993738171110836,0.03538323999893738
90.0,0.8939966636005579,-0.4480736161291702
90.5,0.5697379476169631,-0.8218264239151785
91.0,0.10598751175115685,-0.9943674609282015
91.5,-0.38371236343503057,-0.9234526637284138
92.0,-0.7794660696158047,-0.626444447910339
92.5,-0.9843792971250844,-0.17606078322989716
93.0,-0.9482821412699473,0.31742870151970165
93.5,-0.6800124447360528,0.7332005694242856
94.0,-0.24525198546765434,0.9694593666699876
94.5,0.24955471330524379,0.9683606998774462
95.0,0.683261714736121,0.7301735609948197
95.5,0.9496824188142243,0.31321446868745406
96.0,0.9835877454343449,-0.18043044929108396
96.5,0.7766764881502719,-0.629899700551255
97.0,0.3796077390275217,-0.9251475365964139
97.5,-0.11040222389190282,-0.9938869900344416
98.0,-0.5733818719904229,-0.8192882452914593
98.5,-0.8959776404338033,-0.44409916442465225
99.0,-0.9992068341863537,0.0398208803931389
99.5,-0.857795346373455,0.5139913848889341
